id,category,true_label,structural_score,semantic_score
719,unknown,1,1.0,0.1969
720,unknown,1,1.0,0.2169
721,unknown,1,1.0,0.2338
722,unknown,1,1.0,0.2706
723,unknown,1,1.0,0.2675
724,unknown,1,1.0,0.132
725,unknown,1,1.0,0.2112
726,unknown,1,1.0,0.2038
727,unknown,1,1.0,0.1805
728,unknown,1,1.0,0.1828
729,unknown,1,1.0,0.2124
730,unknown,1,1.0,0.2056
731,unknown,1,1.0,0.1753
732,unknown,1,1.0,0.1944
733,unknown,1,1.0,0.1933
734,unknown,1,1.0,0.1474
735,unknown,1,1.0,0.1304
736,unknown,1,1.0,0.1846
737,unknown,1,1.0,0.1842
738,unknown,1,1.0,0.2409
739,unknown,1,1.0,0.3232
740,unknown,1,1.0,0.1944
741,unknown,1,1.0,0.1317
742,unknown,1,1.0,0.1751
743,unknown,1,1.0,0.2773
744,unknown,1,1.0,0.1693
745,unknown,1,1.0,0.2269
746,unknown,1,1.0,0.2239
747,unknown,1,1.0,0.1975
748,unknown,1,1.0,0.1626
749,unknown,1,1.0,0.2285
750,unknown,0,0.0,0.1884
751,unknown,0,0.0,0.1706
752,unknown,0,0.0,0.1541
753,unknown,0,0.0,0.2352
754,unknown,0,0.0,0.1692
755,unknown,0,0.0,0.2355
756,unknown,0,0.0,0.1486
757,unknown,0,0.0,0.2225
758,unknown,0,0.0,0.2324
759,unknown,0,0.0,0.1887
760,unknown,0,0.0,0.267
761,unknown,0,0.0,0.115
762,unknown,0,0.0,0.3396
763,unknown,0,0.0,0.1764
764,unknown,0,0.0,0.2378
765,unknown,0,0.0,0.2472
766,unknown,0,0.0,0.239
767,unknown,0,0.0,0.2015
768,unknown,0,0.0,0.2339
769,unknown,0,0.0,0.1855
770,unknown,0,0.0,0.1866
771,unknown,0,0.0,0.2055
772,unknown,0,0.0,0.2059
773,unknown,0,0.0,0.2006
774,unknown,0,0.0,0.178
775,unknown,0,0.0,0.1824
776,unknown,0,0.0,0.3139
777,unknown,0,0.0,0.186
778,unknown,0,0.0,0.2657
779,unknown,0,0.0,0.1341
780,unknown,0,0.0,0.2462
781,unknown,0,0.0,0.1617
782,unknown,0,0.0,0.2387
783,unknown,0,0.0,0.1488
784,unknown,0,0.0,0.1883
785,unknown,0,0.0,0.1655
786,unknown,0,0.0,0.2662
787,unknown,0,0.0,0.1948
788,unknown,0,0.0,0.2402
789,unknown,0,0.0,0.2131
790,unknown,0,0.0,0.1149
791,unknown,0,0.0,0.123
792,unknown,0,0.0,0.0902
793,unknown,0,0.0,0.3069
794,unknown,0,0.0,0.2897
795,unknown,0,0.0,0.3027
796,unknown,0,0.0,0.2629
797,unknown,0,0.0,0.1152
798,unknown,0,0.0,0.3436
799,unknown,0,0.0,0.1526
800,unknown,0,0.0,0.2353
801,unknown,0,0.0,0.1398
802,unknown,0,0.0,0.1877
803,unknown,0,0.0,0.2531
804,unknown,0,0.0,0.1711
805,unknown,0,0.0,0.1931
806,unknown,0,0.0,0.2269
807,unknown,0,0.0,0.3112
808,unknown,0,0.0,0.1899
809,unknown,0,0.0,0.2585
810,unknown,0,0.0,0.191
811,unknown,0,0.0,0.1699
812,unknown,0,0.0,0.1818
813,unknown,0,0.0,0.2257
814,unknown,0,0.0,0.1883
815,unknown,0,0.0,0.2194
816,unknown,0,0.0,0.1463
817,unknown,0,0.0,0.2299
818,unknown,0,0.0,0.1056
819,unknown,0,0.0,0.1612
820,unknown,0,0.0,0.2861
821,unknown,0,0.0,0.1804
822,unknown,0,0.0,0.2248
823,unknown,0,0.0,0.1377
824,unknown,0,0.0,0.1949
825,unknown,0,0.0,0.2348
826,unknown,0,0.0,0.2209
827,unknown,0,0.0,0.1573
828,unknown,0,0.0,0.2341
829,unknown,0,0.0,0.1786
830,unknown,0,0.0,0.1694
831,unknown,0,0.0,0.143
832,unknown,0,0.0,0.201
833,unknown,0,0.0,0.2225
834,unknown,0,0.0,0.1426
835,unknown,0,0.0,0.1737
836,unknown,0,0.0,0.1666
837,unknown,0,0.0,0.2085
838,unknown,0,0.0,0.178
839,unknown,0,0.0,0.1911
840,unknown,0,0.0,0.0783
841,unknown,0,0.0,0.1607
842,unknown,0,0.0,0.2239
843,unknown,0,0.0,0.203
844,unknown,0,0.0,0.3238
845,unknown,0,0.0,0.2066
846,unknown,0,0.0,0.2732
847,unknown,0,0.0,0.228
848,unknown,0,0.0,0.1472
849,unknown,0,0.0,0.1157
850,unknown,0,0.0,0.3265
851,unknown,0,0.0,0.2329
852,unknown,0,0.0,0.2519
853,unknown,0,0.0,0.2694
854,unknown,0,0.0,0.2661
855,unknown,0,0.0,0.1731
856,unknown,0,0.0,0.2435
857,unknown,0,0.0,0.118
858,unknown,0,0.0,0.362
859,unknown,0,0.0,0.262
860,unknown,0,0.0,0.2987
861,unknown,0,0.0,0.3033
862,unknown,0,0.0,0.2708
863,unknown,0,0.0,0.1604
864,unknown,0,0.0,0.2773
865,unknown,0,0.0,0.2872
866,unknown,0,0.0,0.1482
867,unknown,0,0.0,0.1469
868,unknown,0,0.0,0.2073
869,unknown,0,0.0,0.259
870,unknown,0,0.0,0.2362
871,unknown,0,0.0,0.3002
872,unknown,0,0.0,0.1635
873,unknown,0,0.0,0.2401
874,unknown,0,0.0,0.2144
875,unknown,0,0.0,0.3512
876,unknown,0,0.0,0.252
877,unknown,0,0.0,0.1618
878,unknown,0,0.0,0.1668
879,unknown,0,0.0,0.2027
880,unknown,0,0.0,0.1094
881,unknown,0,0.0,0.183
882,unknown,0,0.0,0.1799
883,unknown,0,0.0,0.2244
884,unknown,0,0.0,0.1751
885,unknown,0,0.0,0.0939
886,unknown,0,0.0,0.1538
887,unknown,0,0.0,0.2784
888,unknown,0,0.0,0.1612
889,unknown,0,0.0,0.2625
890,unknown,0,0.0,0.1368
891,unknown,0,0.0,0.1644
892,unknown,0,0.0,0.1485
893,unknown,0,0.0,0.2386
894,unknown,0,0.0,0.1813
895,unknown,0,0.0,0.194
896,unknown,0,0.0,0.1754
897,unknown,0,0.0,0.1866
898,unknown,0,0.0,0.2311
899,unknown,0,0.0,0.1617
